,study_id,analysis_id,analysis_summary,analysis_type,chromatography system,column_name,chromatography_type,ms_instrument_name,ms_instrument_type,ms_type,ion_mode,nmr_instrument_type,nmr_experiment_type,spectrometer_frequency,nmr_solvent,units
ST000444,ST000444,AN000695,Reversed phase POSITIVE ION MODE,MS,Agilent 1100,"homemade capillary (75ul id,12 cm,Reprosil-Pur Basic C18,3um,100 Å; Dr. Maisch HPLC GmbH,Germany)",Reversed phase,Thermo LTQ-FT Ultra,LTQ-FT,ESI,POSITIVE,,,,,Arbitrary Units
ST001400_0,ST001400,AN002340,Reversed phase POSITIVE ION MODE,MS,Waters Acquity,"Waters Acquity BEH C18 (100 x 2mm,1.7um)",Reversed phase,Thermo Q Exactive Orbitrap,Orbitrap,ESI,POSITIVE,,,,,raw area counts
ST001400_1,ST001400,AN002341,Reversed phase NEGATIVE ION MODE,MS,Waters Acquity,"Waters Acquity BEH C18 (100 x 2mm,1.7um)",Reversed phase,Thermo Q Exactive Orbitrap,Orbitrap,ESI,NEGATIVE,,,,,raw area counts
ST001400_2,ST001400,AN002342,Reversed phase UNSPECIFIED ION MODE,MS,Waters Acquity,"Waters Acquity BEH C18 (100 x 2mm,1.7um)",Reversed phase,Thermo Q Exactive Orbitrap,Orbitrap,ESI,UNSPECIFIED,,,,,raw area counts
ST002470_0,ST002470,AN004029,HILIC POSITIVE ION MODE,MS,Shimadzu Nexera X2,"Waters Atlantis HILIC (150 x 2 mm, 3 μm)",HILIC,Thermo Q Exactive Plus Orbitrap,Orbitrap,ESI,POSITIVE,,,,,Abundance
ST002470_1,ST002470,AN004030,Reversed phase POSITIVE ION MODE,MS,Shimadzu Nexera X2,"Waters Acquity BEH C8 (100 x 2.1mm, 1.7um)",Reversed phase,Thermo Q Exactive Plus Orbitrap,Orbitrap,ESI,POSITIVE,,,,,Abundance
ST002470_2,ST002470,AN004031,HILIC NEGATIVE ION MODE,MS,Shimadzu Nexera X2,"Phenomenex Luna NH2 (150 x 2.1mm, 3um)",HILIC,Thermo Q Exactive Plus Orbitrap,Orbitrap,ESI,NEGATIVE,,,,,Abundance
ST002470_3,ST002470,AN004032,Reversed phase NEGATIVE ION MODE,MS,Shimadzu Nexera X2,"Waters ACQUITY UPLC BEH C18 (150 x 1.7mm,2.1um)",Reversed phase,Thermo Q Exactive Orbitrap,Orbitrap,ESI,NEGATIVE,,,,,Abundance
ST000985,ST000985,AN001611,Reversed phase POSITIVE ION MODE,MS,Agilent 6550,"Waters Acquity CSH C18 (100 x 2.1mm,1.7um)",Reversed phase,Agilent 6550 QTOF,QTOF,ESI,POSITIVE,,,,,nanograms (absolute)
ST003471,ST003471,AN005706,Reversed phase NEGATIVE ION MODE,MS,Thermo Vanquish,"Waters ACQUITY UPLC HSS T3 (150 x 2.1mm,1.8um)",Reversed phase,Thermo Q Exactive HF hybrid Orbitrap,Orbitrap,ESI,NEGATIVE,,,,,Peak area
ST000062,ST000062,AN000100,MS positive ion mode,MS,Agilent 6890N,Restek Corporation Rtx-5Sil MS,GC,Leco GC-TOF,GC-TOF,EI,POSITIVE,,,,,Peak area
ST001873,ST001873,AN003035,Reversed phase POSITIVE ION MODE,MS,Waters Acquity,"Waters Acquity BEH C8 (100 x 2.1mm,1.7um)",Reversed phase,ABI Sciex 5600+ TripleTOF,Triple TOF,ESI,POSITIVE,,,,,peak area
ST001190,ST001190,AN001982,GC POSITIVE ION MODE,MS,Agilent 6890 N GC,"Agilent DB5-MS (15m x 0.25mm,0.25um)",GC,Agilent 5975,Single quadrupole,EI,POSITIVE,,,,,Peak values (Log transformed)
ST002162_0,ST002162,AN003542,Reversed phase POSITIVE ION MODE,MS,Agilent 6550,"Waters Acquity CSH C18 (100 x 2.1mm,1.7um)",Reversed phase,Agilent 6540 QTOF,QTOF,ESI,POSITIVE,,,,,pmol per sample
ST002162_1,ST002162,AN003543,Reversed phase NEGATIVE ION MODE,MS,Agilent 6550,"Waters Acquity CSH C18 (100 x 2.1mm,1.7um)",Reversed phase,Agilent 6545 QTOF,QTOF,ESI,NEGATIVE,,,,,pmol per sample
ST002861_0,ST002861,AN004691,Reversed phase POSITIVE ION MODE,MS,Agilent 1290 Infinity,"Waters ACQUITY UPLC HSS T3 (100 x 2.1mm,1.8um)",Reversed phase,Agilent 6495 QQQ,Triple quadrupole,ESI,POSITIVE,,,,,counts
ST002861_1,ST002861,AN004692,Reversed phase NEGATIVE ION MODE,MS,Agilent 1290 Infinity,"Waters ACQUITY UPLC HSS T3 (100 x 2.1mm,1.8um)",Reversed phase,Agilent 6495 QQQ,Triple quadrupole,ESI,NEGATIVE,,,,,count
ST003243,ST003243,AN005313,Reversed phase POSITIVE ION MODE,MS,Thermo Vanquish,"Perkin Elmer Brownlee SPP C18 (75 x 2.1mm, 2.7um)",Reversed phase,Thermo Q Exactive HF hybrid Orbitrap,Orbitrap,ESI,POSITIVE,,,,,Normalized to the median value of total lipid signals
ST001768,ST001768,AN002875,HILIC UNSPECIFIED ION MODE,MS,Thermo Vanquish,"EMD Millipore ZIC HILIC (150 x 2.1mm,5um)",HILIC,Thermo Q Exactive Orbitrap,Orbitrap,ESI,UNSPECIFIED,,,,,ppm
ST002636,ST002636,AN004308,Reversed phase NEGATIVE ION MODE,MS,Vanquish horizon LC,"Thermo Accucore C30 (100 x 2.1mm,2.6um)",Reversed phase,Thermo Q Exactive HF hybrid Orbitrap,Orbitrap,ESI,NEGATIVE,,,,,peak area
ST001822,ST001822,AN002958,HILIC NEGATIVE ION MODE,MS,Thermo Vanquish,"Waters Acquity BEH Amide (150 x 2.1mm,1.7um)",HILIC,Thermo Q Exactive Plus Orbitrap,Orbitrap,ESI,NEGATIVE,,,,,arbitrary
ST000063,ST000063,AN000101,MS positive ion mode,MS,Agilent 6890N,Restek Corporation Rtx-5Sil MS,GC,Leco GC-TOF,GC-TOF,EI,POSITIVE,,,,,Peak area
ST000065,ST000065,AN000103,GCMS positive ion mode,MS,Agilent 6890N,Restek Corporation Rtx-5Sil MS,GC,Leco GC-TOF,GC-TOF,EI,POSITIVE,,,,,Peak area
ST002628,ST002628,AN004300,HILIC POSITIVE ION MODE,MS,Shimadzu Nexera X2,"Waters Atlantis HILIC (150 x 2.1mm,3um)",HILIC,Thermo Q Exactive Orbitrap,Orbitrap,ESI,POSITIVE,,,,,peak area
ST002730,ST002730,AN004427,Reversed phase POSITIVE ION MODE,MS,Bruker timsTOF,Hamilton Intensity Solo 2 C18,Reversed phase,Bruker timsTOF,QTOF,ESI,POSITIVE,,,,,AU
ST002413_0,ST002413,AN003933,Reversed phase NEGATIVE ION MODE,MS,Thermo Vanquish,"Waters ACQUITY UPLC HSS T3 (150 x 2.1mm,1.8um)",Reversed phase,Thermo Q Exactive Orbitrap,Orbitrap,ESI,NEGATIVE,,,,,peak area
ST002413_1,ST002413,AN003934,Reversed phase POSITIVE ION MODE,MS,Thermo Vanquish,"Waters ACQUITY UPLC HSS T3 (150 x 2.1mm,1.8um)",Reversed phase,Thermo Q Exactive Orbitrap,Orbitrap,ESI,POSITIVE,,,,,peak area
ST003379,ST003379,AN005534,Reversed phase POSITIVE ION MODE,MS,Thermo Vanquish,"Thermo Accucore C30 (150 x 2.1mm,2.6um)",Reversed phase,Thermo Q Exactive Orbitrap,Orbitrap,ESI,POSITIVE,,,,,Peak area
ST000583_0,ST000583,AN000894,UHPLC POSITIVE ION MODE,MS,Thermo Scientific-Dionex Ultimate 3000,"ACE Excel 2 C18-PFP (100 x 2.1mm, 2um)",Reversed phase,Thermo Q Exactive Orbitrap,Orbitrap,ESI,POSITIVE,,,,,unspecified
ST000583_1,ST000583,AN000895,UHPLC NEGATIVE ION MODE,MS,Thermo Scientific-Dionex Ultimate 3000,"ACE Excel 2 C18-PFP (100 x 2.1mm, 2um)",Reversed phase,Thermo Q Exactive Orbitrap,Orbitrap,ESI,NEGATIVE,,,,,unspecified
ST003024_0,ST003024,AN004958,HILIC POSITIVE ION MODE,MS,Thermo Dionex Ultimate 3000,"Merck SeQuant ZIC-pHILIC (150 x 4.6mm,5um)",HILIC,Thermo Q Exactive Orbitrap,Orbitrap,ESI,POSITIVE,,,,,peak height
ST003024_1,ST003024,AN004959,HILIC NEGATIVE ION MODE,MS,Thermo Dionex Ultimate 3000,"Merck SeQuant ZIC-pHILIC (150 x 4.6mm,5um)",HILIC,Thermo Q Exactive Orbitrap,Orbitrap,ESI,NEGATIVE,,,,,peak height
ST000661_0,ST000661,AN001008,C18 NEGATIVE ION MODE,MS,Shimadzu CTO-20A Nexera X2,"Waters Acquity HSS T3 (50 x 2.1mm,1.8um)",Reversed phase,ABI Sciex 5600+ TripleTOF,Triple TOF,ESI,NEGATIVE,,,,,peak area
ST000661_1,ST000661,AN001009,C18 POSITIVE ION MODE,MS,Shimadzu CTO-20A Nexera X2,"Waters Acquity HSS T3 (50 x 2.1mm,1.8um)",Reversed phase,ABI Sciex 5600+ TripleTOF,Triple TOF,ESI,POSITIVE,,,,,peak area
ST001175_0,ST001175,AN001950,HILIC POSITIVE ION MODE,MS,Thermo Dionex Ultimate 3000,"ZIC-pHILIC (150 x 4.6mm,5um)",HILIC,Thermo Q Exactive Orbitrap,Orbitrap,ESI,POSITIVE,,,,,Signal Intensity
ST001175_1,ST001175,AN001951,HILIC NEGATIVE ION MODE,MS,Thermo Dionex Ultimate 3000,"ZIC-pHILIC (150 x 4.6mm,5um)",HILIC,Thermo Q Exactive Orbitrap,Orbitrap,ESI,NEGATIVE,,,,,Signal Intensity
ST002772,ST002772,AN004512,Reversed phase UNSPECIFIED ION MODE,MS,Thermo Vanquish,"Waters ACQUITY UPLC HSS T3 (150 x 2.1mm,1.8um)",Reversed phase,Thermo Q Exactive HF hybrid Orbitrap,Orbitrap,ESI,UNSPECIFIED,,,,,Peak area
ST002969,ST002969,AN004878,HILIC UNSPECIFIED ION MODE,MS,Thermo QExactive orbitrap,"EMD Millipore ZIC-pHILIC (150 x 2.1mm, 5μm)",HILIC,Thermo Q Exactive Orbitrap,Orbitrap,ESI,UNSPECIFIED,,,,,Normalized Area
ST003331_0,ST003331,AN005456,Reversed phase NEGATIVE ION MODE,MS,Thermo Vanquish,"Phenomenex Kinetex C18 (150 x 2.1mm,1.7um)",Reversed phase,Thermo Q Exactive Orbitrap,Orbitrap,ESI,NEGATIVE,,,,,peak area
ST003331_1,ST003331,AN005457,Reversed phase POSITIVE ION MODE,MS,Thermo Vanquish,"Phenomenex Kinetex C18 (150 x 2.1mm,1.7um)",Reversed phase,Thermo Q Exactive Orbitrap,Orbitrap,ESI,POSITIVE,,,,,peak area
ST001215,ST001215,AN002026,UHPLC NEGATIVE ION MODE,MS,Ekspert MicroLC 200 system,"Phenomenex Synergi Fusion-RP capillary C18 (150 × 0.5 mm,4um)",Reversed phase,ABI Sciex 5600+ TripleTOF,Triple TOF,ESI,NEGATIVE,,,,,Peak Area
ST000215_0,ST000215,AN000317,ESI negative ion mode,MS,Agilent 1260,"Phenomenex Luna NH2 (150 x 1mm,3um)",HILIC,Agilent 6520 QTOF,QTOF,ESI,NEGATIVE,,,,,Area
ST000215_1,ST000215,AN000318,ESI positive ion mode,MS,Agilent 7890A,"Agilent DB5-MS (30m × 0.25mm, 0.25um)",GC,Agilent 5975C,Single quadrupole,EI,POSITIVE,,,,,Area
ST000367_0,ST000367,AN000600,Precellys homogenization (IC-FTMS1),MS,Thermo Dionex ICS-5000+,Unspecified,Ion Chromatography,Thermo Fusion Tribrid Orbitrap,FT-ICR-MS,ESI,NEGATIVE,,,,,normalized corrected peak area
ST000367_1,ST000367,AN000601,Retsch homogenization (IC-FTMS2),MS,Thermo Dionex ICS-5000+,Unspecified,Ion Chromatography,Thermo Fusion Tribrid Orbitrap,FT-ICR-MS,ESI,NEGATIVE,,,,,normalized corrected peak area
ST002644,ST002644,AN004316,Reversed phase NEGATIVE ION MODE,MS,Vanquish horizon LC,"Thermo Accucore C30 (100 x 2.1mm,2.6um)",Reversed phase,Thermo Q Exactive HF hybrid Orbitrap,Orbitrap,ESI,NEGATIVE,,,,,peak area
ST003103_0,ST003103,AN005077,Reversed phase POSITIVE ION MODE,MS,Agilent 1290 Infinity II,"Agilent InfinityLab Poroshell 120 EC-C18 (100 x 3mm,2.7um)",Reversed phase,Agilent 6545 QTOF,QTOF,ESI,POSITIVE,,,,,Area
ST003103_1,ST003103,AN005078,Reversed phase NEGATIVE ION MODE,MS,Agilent 1290 Infinity II,"Agilent InfinityLab Poroshell 120 EC-C18 (100 x 3mm,2.7um)",Reversed phase,Agilent 6545 QTOF,QTOF,ESI,NEGATIVE,,,,,Corrected areas
ST003103_2,ST003103,AN005079,GC UNSPECIFIED ION MODE,MS,Agilent 8890 GC System,"GC DB5-MS column (40 m length, 0.25 mm inner diameter, and 0.25 µm film of 95% dimethyl/5% diphenylpolysiloxane)",GC,Agilent 5977B,Single quadrupole,EI,UNSPECIFIED,,,,,Corrected areas
ST003103_3,ST003103,AN005080,CE POSITIVE ION MODE,MS,Agilent 7100 CE,"Agilent Technologies fused silica capillary (total length, 100 cm; internal diameter, 50 µm)",CE,Agilent 6230 TOF,TOF,ESI,POSITIVE,,,,,Corrected areas
ST003103_4,ST003103,AN005081,CE NEGATIVE ION MODE,MS,Agilent 7100 CE,"Agilent Technologies fused silica capillary (total length, 100 cm; internal diameter, 50 µm)",CE,Agilent 6230 TOF,TOF,ESI,NEGATIVE,,,,,Corrected areas
ST002774_0,ST002774,AN004515,HILIC POSITIVE ION MODE,MS,Nexera UHPLC LC-30A ,"Waters BEH Amide (2.1 X 100mm, 1.7μm)",HILIC,Nexera UHPLC LC-30A ,Triple quadrupole,ESI,POSITIVE,,,,,pmoles/l
ST002774_1,ST002774,AN004516,HILIC NEGATIVE ION MODE,MS,Nexera UHPLC LC-30A ,"Waters BEH Amide (2.1 X 100mm, 1.7μm)",HILIC,Nexera UHPLC LC-30A ,Triple quadrupole,ESI,NEGATIVE,,,,,pmoles/l
ST001922_0,ST001922,AN003123,HILIC UNSPECIFIED ION MODE,MS,Thermo Dionex Ultimate 3000 RS,"Phenomenex Luna NH2 (150 x 2.1mm,3um)",HILIC,Thermo Q Exactive Orbitrap,Orbitrap,ESI,UNSPECIFIED,,,,,counts
ST001922_1,ST001922,AN003124,Reversed phase POSITIVE ION MODE,MS,Thermo Dionex Ultimate 3000 RS,"Waters Acquity BEH C18 (150 x 2mm,1.7um)",Reversed phase,Thermo Q Exactive Orbitrap,Orbitrap,ESI,POSITIVE,,,,,counts
ST003278_0,ST003278,AN005369,HILIC POSITIVE ION MODE,MS,Thermo Vanquish,"Thermo Accucore Amide HILIC (150 x 2.1mm, 2.6um)",HILIC,Thermo Q Exactive Orbitrap,Orbitrap,ESI,POSITIVE,,,,,Peak area
ST003278_1,ST003278,AN005370,HILIC NEGATIVE ION MODE,MS,Thermo Vanquish,"Thermo Accucore Amide HILIC (150 x 2.1mm, 2.6um)",HILIC,Thermo Q Exactive Orbitrap,Orbitrap,ESI,NEGATIVE,,,,,Peak area
ST003435_0,ST003435,AN005643,HILIC NEGATIVE ION MODE,MS,Shimadzu 20AD,"Merck SeQuant ZIC-HILIC (150 x 2.1mm,5um)",HILIC,ABI Sciex 5500 QTrap,Triple quadrupole,ESI,NEGATIVE,,,,,Counts per second (cps)
ST003435_1,ST003435,AN005644,HILIC POSITIVE ION MODE,MS,Shimadzu 20AD,"Merck SeQuant ZIC-HILIC (150 x 2.1mm,5um)",HILIC,ABI Sciex 5500 QTrap,Triple quadrupole,ESI,POSITIVE,,,,,Counts per second (cps)
ST002170_0,ST002170,AN003555,Other POSITIVE ION MODE,MS,Agilent CE,"Fused-silica,50um(cation)",CE,Agilent CE-TOFMS,TOF,ESI,POSITIVE,,,,,nmol/g
ST002170_1,ST002170,AN003556,Other NEGATIVE ION MODE,MS,Agilent CE,"COSMO(+),50um(anion",CE,Agilent CE-TOFMS,TOF,ESI,NEGATIVE,,,,,nmol/g
ST003148_0,ST003148,AN005165,HILIC NEGATIVE ION MODE,MS,Thermo Dionex Ultimate 3000 RS,"Merck SeQuant ZIC-pHILIC (150 x 2.1mm,5um)",HILIC,Thermo Q Exactive HF-X Orbitrap,Orbitrap,ESI,NEGATIVE,,,,,AU
ST003148_1,ST003148,AN005166,HILIC POSITIVE ION MODE,MS,Thermo Dionex Ultimate 3000 RS,"Merck SeQuant ZIC-pHILIC (150 x 2.1mm,5um)",HILIC,Thermo Q Exactive HF-X Orbitrap,Orbitrap,ESI,POSITIVE,,,,,AU
ST000554_0,ST000554,AN000849,Reversed phase POSITIVE ION MODE,MS,None,None,Reversed phase,Thermo Q Exactive Orbitrap,Orbitrap,ESI,POSITIVE,,,,,Peak height
ST000554_1,ST000554,AN000850,Reversed phase NEGATIVE ION MODE,MS,None,None,Reversed phase,Thermo Q Exactive Orbitrap,Orbitrap,ESI,NEGATIVE,,,,,Peak height
ST000495,ST000495,AN000761,GC POSITIVE ION MODE,MS,Leco Pegasus III GC,Restek Corporation Rtx-5Sil MS,GC,Leco Pegasus III GC TOF,GC-TOF,EI,POSITIVE,,,,,counts
ST002002,ST002002,AN003265,Other UNSPECIFIED ION MODE,MS,Agilent 6530 B,Waters CSH,Unspecified,Agilent 6530 QTOF,QTOF,ESI,UNSPECIFIED,,,,,normalized peak height
ST002711_0,ST002711,AN004393,HILIC POSITIVE ION MODE,MS,Agilent 1290 Infinity,"Waters ACQUITY UPLC BEH C18 (50 x 2.1mm,1.7um)",HILIC,Agilent 6530 QTOF,QTOF,ESI,POSITIVE,,,,,normalized peak heights
ST002711_1,ST002711,AN004394,HILIC NEGATIVE ION MODE,MS,Agilent 1290 Infinity,"Waters ACQUITY UPLC BEH C18 (50 x 2.1mm,1.7um)",HILIC,Agilent 6550 QTOF,QTOF,ESI,NEGATIVE,,,,,normalized peak heights
ST000392,ST000392,AN000628,GC POSITIVE ION MODE,MS,Agilent 6890N,Restek Corporation Rtx-5Sil MS,GC,Varian 210-MS GC Ion Trap,GC Ion Trap,EI,POSITIVE,,,,,counts
ST001129,ST001129,AN001866,NMR data,NMR,,,,,,,,FT-NMR,PRESAT (1H1D),600 MHz,D20,normalized peak area
ST001699,ST001699,AN002770,GC UNSPECIFIED ION MODE,MS,Leco Pegasus IV GC,"Restek Rtx-5Sil (30m x 0.25mm,0.25um)",GC,Leco Pegasus IV TOF,GC-TOF,EI,UNSPECIFIED,,,,,normalized peak height
ST002691,ST002691,AN004364,Reversed phase POSITIVE ION MODE,MS,Vanquish horizon LC,"Thermo Accucore C30 (100 x 2.1mm,2.6um)",Reversed phase,Thermo Q Exactive HF hybrid Orbitrap,Orbitrap,ESI,POSITIVE,,,,,peak area
ST001207,ST001207,AN002009,UHPLC NEGATIVE ION MODE,MS,Ekspert MicroLC 200 system,"Phenomenex Synergi Fusion-RP capillary C18 (150 × 0.5 mm,4um)",Reversed phase,ABI Sciex 5600+ TripleTOF,Triple TOF,ESI,NEGATIVE,,,,,Peak Area
ST001738_0,ST001738,AN002829,C30 Reversed Phase UNSPECIFIED ION MODE,MS,Vanquish Horizon,"Thermo Accucore C30 (150 x 2.1mm,2.6um)",Reversed phase,Thermo Q Exactive Plus Orbitrap; Thermo Fusion Orbitrap,Orbitrap,ESI,UNSPECIFIED,,,,,fmol/μg protein
ST001738_1,ST001738,AN002830,C18 Reversed Phase UNSPECIFIED ION MODE,MS,Vanquish Horizon,"Thermo Accucore C18 (150 x 2.1mm,2.6um)",Reversed phase,Thermo Q Exactive Plus Orbitrap,Orbitrap,ESI,UNSPECIFIED,,,,,fmol/μg protein
ST001738_2,ST001738,AN002831,HILIC POSITIVE ION MODE,MS,Vanquish Horizon,"Waters ACQUITY UPLC BEH HILIC (100 x 1.0mm,1.7um,130 Å)",HILIC,Thermo Q Exactive Plus Orbitrap,Orbitrap,ESI,POSITIVE,,,,,fmol/μg protein
ST000956_0,ST000956,AN001568,Reversed phase POSITIVE ION MODE,MS,Thermo Dionex Ultimate 3000,"ACE Excel 2 C18-PFP (100 x 2.1mm, 2um)",Reversed phase,Thermo Q Exactive Orbitrap,Orbitrap,ESI,POSITIVE,,,,,peak height
ST000956_1,ST000956,AN001569,Reversed phase NEGATIVE ION MODE,MS,Thermo Dionex Ultimate 3000,"ACE Excel 2 C18-PFP (100 x 2.1mm, 2um)",Reversed phase,Thermo Q Exactive Orbitrap,Orbitrap,ESI,NEGATIVE,,,,,peak height
ST000726_0,ST000726,AN001138,Reversed phase NEGATIVE ION MODE,MS,Agilent,"Waters Acquity HSS T3 (50 x 2.1mm,1.8um)",Reversed phase,Agilent 6530 QTOF,QTOF,ESI,NEGATIVE,,,,,peak area normalized
ST000726_1,ST000726,AN001139,Reversed phase POSITIVE ION MODE,MS,Agilent,"Waters Acquity HSS T3 (50 x 2.1mm,1.8um)",Reversed phase,Agilent 6530 QTOF,QTOF,ESI,POSITIVE,,,,,peak area normalized
ST000007,ST000007,AN000021,GCMS positive ion mode,MS,Agilent 6890N,,GC,Leco Pegasus III GC TOF,GC-TOF,EI,POSITIVE,,,,,peak height
ST000419,ST000419,AN000661,GC POSITIVE ION MODE,MS,Leco Pegasus 4D GC,Restek Corporation Rtx-5Sil MS,GC,Leco Pegasus 4D GCxGC TOF,GC x GC-TOF,EI,POSITIVE,,,,,counts
ST000741_0,ST000741,AN001155,Reversed phase NEGATIVE ION MODE,MS,Agilent,"Waters Acquity HSS T3 (50 x 2.1mm,1.8um)",Reversed phase,Agilent 6530 QTOF,QTOF,ESI,NEGATIVE,,,,,peak area
ST000741_1,ST000741,AN001156,Reversed phase POSITIVE ION MODE,MS,Agilent,"Waters Acquity HSS T3 (50 x 2.1mm,1.8um)",Reversed phase,Agilent 6530 QTOF,QTOF,ESI,POSITIVE,,,,,peak area
ST001547_0,ST001547,AN002576,HILIC POSITIVE ION MODE,MS,Thermo Dionex Ultimate 3000,"ZIC-pHILIC (150 x 4.6mm,5um)",HILIC,Thermo Q Exactive Orbitrap,Orbitrap,ESI,POSITIVE,,,,,Intensity
ST001547_1,ST001547,AN002577,HILIC NEGATIVE ION MODE,MS,Thermo Dionex Ultimate 3000,"ZIC-pHILIC (150 x 4.6mm,5um)",HILIC,Thermo Exactive Plus Orbitrap,Orbitrap,ESI,NEGATIVE,,,,,Intensity
ST001953,ST001953,AN003178,None (Direct infusion) NEGATIVE ION MODE,MS,Agilent 6550 Quadrupole TOF MS,none,None (Direct infusion),Agilent 6550 QTOF,QTOF,ESI,NEGATIVE,,,,,Ion signal intensity
ST002370,ST002370,AN003865,None (Direct infusion) UNSPECIFIED ION MODE,MS,Shimadzu TQ8050NX,Agilent DB5-MS (30m),None (Direct infusion),Shimadzu TQ8050NX,Triple quadrupole,ESI,UNSPECIFIED,,,,,area
ST003364_0,ST003364,AN005510,Reversed phase(C30) NEGATIVE ION MODE,MS,Thermo Vanquish,"Thermo Accucore C30 (150 x 2.1mm,2.6um)",Reversed phase,Thermo Exploris 240 Orbitrap,Orbitrap,ESI,NEGATIVE,,,,,min
ST003364_1,ST003364,AN005511,Reversed phase(C30) UNSPECIFIED ION MODE,MS,Thermo Vanquish,"Thermo Accucore C30 (150 x 2.1mm,2.6um)",Reversed phase,Thermo Exploris 240 Orbitrap,Orbitrap,ESI,UNSPECIFIED,,,,,pmol/mg wet tissue weight
ST003364_2,ST003364,AN005512,Reversed phase(C30) POSITIVE ION MODE,MS,Thermo Vanquish,"Thermo Accucore C30 (150 x 2.1mm,2.6um)",Reversed phase,Thermo Exploris 240 Orbitrap,Orbitrap,ESI,POSITIVE,,,,,pmol/mg wet tissue weight
ST003364_3,ST003364,AN005513,Reversed phase(C18) NEGATIVE ION MODE,MS,Thermo Vanquish,"Thermo Accucore C18 (150 x 2.1mm,2.6um)",Reversed phase,Thermo TSQ Altis Plus,Triple quadrupole,ESI,NEGATIVE,,,,,Peak area
ST002815,ST002815,AN004582,HILIC POSITIVE ION MODE,MS,Agilent 1290,"Waters ACQUITY UPLC BEH Amide (150 x 2.1mm,1.7um)",HILIC,ABI Sciex 6600 TripleTOF,Triple TOF,ESI,POSITIVE,,,,,peak heights
ST000876,ST000876,AN001413,Direct infusion POSITIVE ION MODE,MS,None,none,None (Direct infusion),Waters Xevo-TQ-S,Triple quadrupole,ESI,POSITIVE,,,,,µM
ST002758_0,ST002758,AN004475,Reversed phase POSITIVE ION MODE,MS,Thermo Vanquish,Agilent InfinityLab Poroshell 120 EC-C18 (2.1 x 50 mm; 2.7-Micron),Reversed phase,Thermo Q Exactive Orbitrap,Orbitrap,ESI,POSITIVE,,,,,Area
ST002758_1,ST002758,AN004476,Reversed phase NEGATIVE ION MODE,MS,Thermo Vanquish,Agilent InfinityLab Poroshell 120 HILIC-Z (2.1 x 50 mm; 2.7 micron; #689775-924),Reversed phase,Thermo Q Exactive Orbitrap,Orbitrap,ESI,NEGATIVE,,,,,Area
ST002758_2,ST002758,AN004477,HILIC POSITIVE ION MODE,MS,Thermo Vanquish,Agilent InfinityLab Poroshell 120 HILIC-Z (2.1 x 50 mm; 2.7 micron; #689775-924),HILIC,Thermo Q Exactive Orbitrap,Orbitrap,ESI,POSITIVE,,,,,Area
ST002758_3,ST002758,AN004478,HILIC NEGATIVE ION MODE,MS,Thermo Vanquish,Agilent InfiinityLab Poroshell 120 HILIC-Z (2.1 x 50 mm; 2.7 micron; #689775-924),HILIC,Thermo Q Exactive Orbitrap,Orbitrap,ESI,NEGATIVE,,,,,Area
ST000057,ST000057,AN000095,MS positive ion mode,MS,Agilent 6890N,Restek Corporation Rtx-5Sil MS,GC,Leco GC-TOF,GC-TOF,EI,POSITIVE,,,,,Peak area
ST002645,ST002645,AN004317,Reversed phase POSITIVE ION MODE,MS,Vanquish horizon LC,"Thermo Accucore C30 (100 x 2.1mm,2.6um)",Reversed phase,Thermo Q Exactive HF hybrid Orbitrap,Orbitrap,ESI,POSITIVE,,,,,peak area
ST000006,ST000006,AN000020,GCMS positive ion mode,MS,Agilent 6890N,,GC,Leco Pegasus III GC TOF,GC-TOF,EI,POSITIVE,,,,,peak height
ST002880_0,ST002880,AN004719,Reversed phase POSITIVE ION MODE,MS,Thermo Vanquish,"Thermo Accucore C30 (150 x 2.1mm,2.6um)",Reversed phase,Thermo Q Exactive Plus Orbitrap,Orbitrap,ESI,POSITIVE,,,,,normalized relative abundance
ST002880_1,ST002880,AN004720,Reversed phase NEGATIVE ION MODE,MS,Thermo Vanquish,"Thermo Accucore C30 (150 x 2.1mm,2.6um)",Reversed phase,Thermo Q Exactive Plus Orbitrap,Orbitrap,ESI,NEGATIVE,,,,,normalized relative abundance (a.u.)
ST000979,ST000979,AN001603,GC POSITIVE ION MODE,MS,Leco Pegasus 4D GC,"Restek Rtx-5Sil (30m x 0.25mm,0.25um)",GC,Leco Pegasus III GC TOF,GC-TOF,EI,POSITIVE,,,,,Counts
ST001687_0,ST001687,AN002754,HILIC POSITIVE ION MODE,MS,Shimadzu Nexera X2,"Waters Xbridge Amide (150 x 4.6mm,3.5um)",HILIC,ABI Sciex 6500+ QTrap,Triple quadrupole,ESI,POSITIVE,,,,,nmol lipid/mg DNA
ST001687_1,ST001687,AN002755,HILIC NEGATIVE ION MODE,MS,Shimadzu Nexera X2,"Waters Xbridge Amide (150 x 4.6mm,3.5um)",HILIC,ABI Sciex 6500+ QTrap,Triple quadrupole,ESI,NEGATIVE,,,,,nmol lipid/mg DNA
ST002551_0,ST002551,AN004200,HILIC POSITIVE ION MODE,MS,Thermo Vanquish,"Thermo Accucore Amide HILIC (150 x 2.1mm, 2.6um)",HILIC,Thermo Q Exactive Orbitrap,Orbitrap,ESI,POSITIVE,,,,,µg/ml
